zip_code_tabulation_area	B24091_001E
17502	47132
17505	35536
17507	-666666666
17508	63254
17509	41370
17512	41203
17516	46940
17517	45961
17518	38864
17519	47480
17520	51179
17522	42073
17527	44518
17529	40957
17532	48340
17535	46520
17536	41875
17538	54310
17540	42418
17543	52406
17545	45377
17547	49325
17550	46471
17551	48369
17552	50688
17554	46008
17555	48002
17557	41660
17560	45385
17562	41298
17563	45887
17565	54773
17566	42460
17569	46901
17570	97806
17572	35755
17576	-666666666
17578	44721
17579	46974
17581	41528
17582	50321
17584	43868
17601	54446
17602	41430
17603	41335
17606	-666666666
17701	40993
17702	41924
17721	50758
17723	49167
17724	35705
17727	32500
17728	45942
17729	33125
17730	-666666666
17731	58750
17737	40938
17739	50625
17740	40038
17742	-666666666
17744	40907
17745	38505
17747	40828
17748	30938
17749	35598
17750	46375
17751	40601
17752	39615
17754	49982
17756	43207
17758	34943
17760	43750
17762	40625
17763	48015
17764	33452
17765	36375
17767	37212
17768	31042
17771	43090
17772	46000
17774	41250
17776	35833
17777	40791
17778	57083
17779	31958
17801	36636
17810	40363
17812	33393
17813	40074
17814	41929
17815	42381
17820	42584
17821	45332
17822	-666666666
17823	36453
17824	42974
17827	40288
17829	33750
17830	39879
17832	47143
17834	43995
17835	34432
17836	46667
17837	48583
17840	44297
17841	33914
17842	39848
17844	36718
17845	34038
17846	47318
17847	39828
17850	38200
17851	35803
17853	34456
17855	39044
17856	36318
17857	45739
17859	41071
17860	51667
17861	51442
17862	30000
17864	36863
17865	45000
17866	37689
17867	36250
17868	41985
17870	40585
17872	34645
17876	40565
17878	43523
17880	51250
17881	35350
17884	35625
17885	35625
17886	24267
17887	-666666666
17888	35313
17889	44539
17901	40674
17920	50833
17921	42120
17922	44100
17923	40938
17925	50139
17929	43036
17930	41250
17931	41343
17933	57596
17934	33393
17935	34148
17936	52833
17938	41781
17941	41484
17943	-666666666
17944	36250
17945	32237
17946	33438
17948	32957
17949	42981
17951	46750
17952	39519
17953	41324
17954	39851
17957	48750
17959	42357
17960	49403
17961	51221
17963	43633
17964	41172
17965	39776
17967	42200
17968	38929
17970	36250
17972	41547
17974	53750
17976	35954
17978	35556
17979	37639
17980	43042
17981	36701
17982	47070
17983	40332
17985	40385
18011	51799
18013	45781
18014	43323
18015	40820
18016	-666666666
18017	52903
18018	41606
18020	56319
18030	42500
18031	68288
18032	45000
18034	61823
18035	77500
18036	62191
18037	46430
18038	52126
18040	62510
18041	46589
18042	41122
18045	59523
18046	-666666666
18049	50054
18051	61250
18052	47144
18053	46295
18054	54439
18055	49234
18056	51328
18058	41919
18059	60417
18062	64085
18063	36976
18064	52752
18066	57111
18067	45513
18068	-666666666
18069	58103
18070	30215
18071	42055
18072	41923
18073	57627
18074	52560
18076	52222
18077	56579
18078	56699
18079	40385
18080	47354
18081	-666666666
18083	52750
18085	45208
18086	26250
18087	49844
18088	48543
18091	41985
18092	57827
18101	28616
18102	28974
18103	41575
18104	52275
18105	-666666666
18106	56914
18109	33932
18195	-666666666
18201	32025
18202	35656
18210	41289
18211	51833
18212	39313
18214	48816
18216	39250
18218	39000
18219	42891
18220	36042
18221	39167
18222	50729
18223	-666666666
18224	37031
18225	-666666666
18229	40469
18230	22188
18231	37386
18232	38952
18234	30847
18235	41771
18237	35911
18239	33529
18240	48422
18241	44185
18242	28000
18244	36875
18245	36356
18246	36818
18248	38958
18249	47265
18250	42885
18251	-666666666
18252	43612
18254	42143
18255	41049
18256	45685
18301	50430
18302	44440
18321	42153
18322	41567
18323	65526
18324	48193
18325	40761
18326	37786
18327	46250
18328	50344
18330	45701
18331	22059
18332	50676
18333	-666666666
18334	47134
18335	51250
18336	42545
18337	54844
18340	68352
18342	48229
18343	43816
18344	43750
18346	48155
18347	41167
18349	-666666666
18350	52028
18351	38750
18352	38197
18353	45627
18354	65380
18355	58542
18356	56193
18357	-666666666
18360	44953
18370	51591
18371	89079
18372	40823
18403	45717
18405	50341
18407	40469
18411	57978
18413	20000
18414	51627
18415	42788
18417	41667
18419	44023
18420	42083
18421	40758
18424	40912
18425	48382
18426	36283
18427	19949
18428	43259
18430	-666666666
18431	39172
18433	45152
18434	44315
18435	105000
18436	40760
18437	38750
18438	56012
18439	46964
18441	38125
18443	39805
18444	49186
18445	36125
18446	37318
18447	41644
18451	53043
18452	41180
18453	47625
18454	-666666666
18455	43750
18456	34886
18457	-666666666
18458	47234
18459	-666666666
18460	34333
18461	28333
18462	33188
18463	43958
18464	61125
18465	42250
18466	37681
18469	48088
18470	41250
18471	70865
18472	39410
18473	37845
18503	40898
18504	37220
18505	37223
18507	42091
18508	36094
18509	42454
18510	35405
18512	46424
18517	40118
18518	41326
18519	37286
18602	74821
18603	39634
18610	39091
18612	51096
18614	41349
18615	41554
18616	41875
18617	34423
18618	55792
18619	49875
18621	40355
18622	17583
18623	34850
18624	52250
18625	42596
18626	40455
18628	36250
18629	39063
18630	40708
18631	43889
18632	33897
18634	36271
18635	38984
18636	41633
18640	37491
18641	44949
18642	40918
18643	44859
18644	45236
18651	37170
18653	34063
18655	40172
18656	39539
18657	45952
18660	41328
18661	44266
18701	35845
18702	38546
18704	42675
18705	37262
18706	41365
18707	51551
18708	48767
18709	39776
18801	41710
18810	45877
18812	54196
18814	35500
18816	33333
18817	51250
18818	38750
18821	35403
18822	36217
18823	46500
18824	44554
18825	51250
18826	42214
18828	22240
18829	39107
18830	45313
18831	36050
18832	36818
18833	41813
18834	36563
18837	41109
18840	40847
18842	50125
18843	34265
18844	42188
18845	41641
18846	42500
18847	40139
18848	42070
18850	39554
18851	43000
18853	45488
18854	37455
18901	70776
18902	89748
18912	-666666666
18913	-666666666
18914	66613
18915	57679
18917	45927
18920	42273
18923	109904
18925	93568
18929	83250
18930	53190
18932	66780
18935	-666666666
18936	-666666666
18938	91046
18940	88523
18942	51563
18944	57224
18947	62883
18950	113333
18951	52698
18954	83794
18955	53693
18960	52972
18962	47917
18964	54834
18966	67573
18969	53567
18970	54803
18972	53777
18974	53664
18976	65978
18977	88897
18980	81917
19001	59174
19002	72014
19003	67619
19004	84069
19006	68803
19007	39586
19008	61561
19009	57031
19010	99896
19012	62024
19013	32342
19014	59608
19015	51840
19017	25417
19018	46806
19020	49512
19021	45436
19022	36662
19023	35894
19025	93845
19026	53035
19027	59950
19029	44283
19030	51237
19031	62981
19032	44577
19033	58854
19034	81875
19035	129023
19036	44708
19038	62034
19040	55314
19041	95461
19043	44545
19044	53533
19046	65608
19047	63136
19050	44784
19053	52684
19054	50687
19055	45292
19056	49481
19057	46646
19060	94556
19061	50955
19063	71980
19064	69675
19066	118264
19067	72864
19070	55777
19072	93932
19073	81758
19074	51711
19075	65343
19076	55333
19078	52396
19079	41625
19081	68462
19082	36031
19083	67976
19085	117337
19086	74296
19087	98598
19090	51936
19094	45512
19095	60733
19096	98125
19102	87281
19103	71208
19104	36438
19106	78079
19107	58820
19109	-666666666
19111	41924
19112	-666666666
19113	40521
19114	48268
19115	49698
19116	42335
19118	68145
19119	53991
19120	34215
19121	33741
19122	36875
19123	62449
19124	34352
19125	50788
19126	40985
19127	48010
19128	55328
19129	50963
19130	64561
19131	41309
19132	32492
19133	27808
19134	34978
19135	39982
19136	44173
19137	45589
19138	35539
19139	33719
19140	30984
19141	35764
19142	33429
19143	38796
19144	41299
19145	41322
19146	54028
19147	55868
19148	42550
19149	36222
19150	41758
19151	44489
19152	41642
19153	41497
19154	49045
19301	70000
19310	46477
19311	56149
19312	104522
19316	52417
19317	84000
19319	124228
19320	50451
19330	60529
19333	100179
19335	68016
19341	72275
19342	78684
19343	78669
19344	48407
19345	33750
19348	57220
19350	78654
19352	77641
19355	78068
19358	38083
19362	46675
19363	51355
19365	46349
19367	-666666666
19372	50574
19373	76005
19374	57885
19375	-666666666
19380	63463
19382	69243
19383	8333
19390	53339
19401	43004
19403	62412
19405	45978
19406	66822
19422	81477
19425	104167
19426	74466
19428	63187
19435	49766
19436	55804
19437	211525
19438	70000
19440	53504
19442	-666666666
19444	78284
19446	60504
19453	58125
19454	67851
19456	68359
19457	-666666666
19460	61966
19462	67903
19464	45600
19465	59009
19468	58440
19472	-666666666
19473	70944
19474	64309
19475	57285
19477	-666666666
19492	-666666666
19501	43603
19503	45521
19504	52199
19505	46780
19506	50444
19507	48409
19508	51190
19510	50037
19511	32250
19512	46938
19518	56361
19519	-666666666
19520	57060
19522	47105
19523	28924
19525	65516
19526	46283
19529	47024
19530	43802
19533	49780
19534	44583
19535	-666666666
19536	40368
19538	-666666666
19539	48870
19540	49393
19541	50063
19542	-666666666
19543	61395
19544	24779
19545	50387
19547	47242
19549	34583
19550	46806
19551	47862
19554	52125
19555	46559
19559	45625
19560	46097
19562	45577
19564	52500
19565	51534
19567	44097
19601	29974
19602	29699
19604	30085
19605	46239
19606	50774
19607	46662
19608	54397
19609	47840
19610	60773
19611	38184
19701	56901
19702	52418
19703	47268
19706	41607
19707	80420
19709	65446
19710	-666666666
19711	54924
19713	44421
19716	-666666666
19717	8897
19720	45069
19730	47153
19731	31168
19732	-666666666
19733	32083
19734	56760
19735	51406
19736	-666666666
19801	39788
19802	37922
19803	77455
19804	42593
19805	40910
19806	56872
19807	118472
19808	57919
19809	54820
19810	63498
19901	40270
19902	-666666666
19904	44804
19930	70417
19931	36932
19933	36690
19934	49083
19936	33850
19938	42385
19939	46856
19940	42447
19941	36399
19943	41830
19944	57250
19945	36820
19946	45047
19947	36469
19950	39308
19951	55337
19952	40704
19953	42222
19954	42813
19955	46250
19956	39562
19958	51972
19960	39842
19962	45959
19963	41656
19964	55905
19966	40115
19967	43125
19968	46393
19970	50967
19971	54757
19973	40536
19975	41971
19977	49688
19979	49279
20001	76908
20002	69664
20003	84439
20004	123171
20005	80553
20006	81250
20007	92925
20008	90934
20009	76048
20010	62617
20011	52491
20012	76634
20015	122168
20016	118412
20017	64021
20018	63377
20019	41001
20020	43381
20024	79054
20032	41405
20036	82315
20037	90755
20045	-666666666
20052	-666666666
20053	-666666666
20057	20000
20064	13281
20105	89407
20106	67843
20109	42807
20110	48824
20111	52131
20112	80726
20115	61098
20117	95841
20118	-666666666
20119	59545
20120	73087
20121	59346
20124	99328
20129	195982
20130	32125
20132	82700
20135	60519
20136	80982
20137	95114
20139	22692
20141	87029
20143	103869
20144	76250
20147	80355
20148	104808
20151	70296
20152	93246
20155	83556
20158	77167
20164	48727
20165	84573
20166	65269
20169	92176
20170	68287
20171	93340
20175	77578
20176	77596
20180	79545
20181	74089
20184	95368
20186	60219
20187	77399
20190	82483
20191	73001
20194	103540
20197	109000
20198	66189
20202	-666666666
20204	-666666666
20228	-666666666
20230	-666666666
20240	-666666666
20245	-666666666
20260	-666666666
20307	-666666666
20317	-666666666
20319	-666666666
20373	-666666666
20390	-666666666
20405	-666666666
20418	-666666666
20427	-666666666
20506	-666666666
20510	-666666666
20520	-666666666
20535	-666666666
20540	-666666666
20551	-666666666
20553	-666666666
20560	-666666666
20565	-666666666
20566	-666666666
20593	-666666666
20601	62805
20602	57500
20603	71121
20606	86098
20607	69106
20608	66154
20609	41952
20611	50833
20612	52958
20613	70556
20615	108667
20616	56756
20617	66912
20618	55398
20619	74410
20620	43879
20621	58942
20622	56862
20623	65349
20624	42131
20625	71389
20626	51111
20628	78281
20629	100395
20630	80417
20632	44643
20634	54245
20636	62277
20637	74221
20639	69681
20640	56327
20645	79773
20646	68328
20650	75660
20653	58569
20657	57237
20658	55000
20659	62770
20660	-666666666
20662	51442
20664	51012
20667	61313
20670	64028
20674	75357
20675	56346
20676	62205
20677	70938
20678	61478
20680	54306
20684	81027
20685	62303
20686	-666666666
20687	100662
20688	105048
20689	86169
20690	84583
20692	36650
20693	81771
20695	71057
20701	-666666666
20705	53869
20706	47412
20707	57314
20708	51074
20710	36547
20711	55410
20712	36800
20714	67139
20715	68790
20716	69968
20720	80893
20721	73201
20722	40709
20723	72613
20724	62976
20732	65854
20733	70274
20735	62988
20736	81839
20737	36200
20740	46864
20742	-666666666
20743	45907
20744	60402
20745	43412
20746	51350
20747	47924
20748	47349
20751	53507
20754	66967
20755	53340
20758	83889
20759	107038
20762	46458
20763	60519
20764	58072
20765	46375
20769	71663
20770	53111
20772	68717
20774	65651
20776	63533
20777	110223
20778	74625
20779	83550
20781	42454
20782	42490
20783	33669
20784	42521
20785	52641
20794	67258
20812	117321
20814	93560
20815	120986
20816	141715
20817	122958
20818	119688
20832	82456
20833	83630
20837	73255
20838	52368
20839	178083
20841	97536
20842	80781
20850	82597
20851	50419
20852	75406
20853	62182
20854	128983
20855	79151
20860	81912
20861	102715
20862	83500
20866	61847
20868	84783
20871	83424
20872	70725
20874	61798
20876	56838
20877	41469
20878	82365
20879	54164
20880	78654
20882	90693
20886	55643
20895	92653
20896	129643
20899	32829
20901	65909
20902	51513
20903	36470
20904	52041
20905	70411
20906	46735
20910	67903
20912	49977
21001	50285
21005	39423
21009	62201
21010	66250
21012	76451
21013	75074
21014	62347
21015	72187
21017	57776
21028	77407
21029	120444
21030	57913
21031	-666666666
21032	74844
21034	46895
21035	93538
21036	102417
21037	66726
21040	49603
21042	100730
21043	78729
21044	74583
21045	65239
21046	74868
21047	69611
21048	64047
21050	67426
21051	99181
21052	60250
21053	72029
21054	80296
21056	78482
21057	79844
21060	51713
21061	45866
21071	130662
21074	60432
21075	66837
21076	73929
21077	123561
21078	60991
21082	75521
21084	68913
21085	53400
21087	68185
21090	61296
21093	72593
21102	57377
21104	86094
21105	-666666666
21108	68393
21111	78317
21113	71487
21114	77898
21117	54487
21120	71510
21122	60425
21128	68129
21130	32306
21131	102851
21132	60815
21133	53249
21136	57371
21140	81827
21144	63612
21146	91528
21152	73831
21153	203750
21154	55662
21155	53856
21156	78173
21157	53583
21158	60292
21160	66091
21161	64906
21162	62349
21163	86968
21201	52928
21202	49635
21204	67400
21205	33663
21206	42257
21207	46603
21208	59384
21209	63901
21210	87110
21211	53686
21212	60093
21213	39605
21214	49015
21215	40869
21216	36039
21217	40977
21218	45014
21219	53100
21220	49727
21221	43510
21222	44600
21223	34338
21224	52755
21225	38393
21226	51983
21227	45024
21228	60572
21229	41203
21230	59638
21231	61882
21234	49683
21236	57174
21237	50223
21239	44671
21240	-666666666
21244	47740
21250	-666666666
21251	-666666666
21252	6650
21286	65823
21401	66929
21402	37375
21403	60187
21405	107344
21409	70338
21502	40204
21520	46860
21521	43529
21522	34250
21523	47566
21524	40795
21529	35938
21530	35125
21531	34932
21532	44973
21536	35847
21538	36818
21539	41269
21540	28500
21541	41895
21542	31625
21543	35938
21545	32079
21550	39991
21555	42533
21557	51250
21561	39410
21562	40820
21601	50043
21607	49663
21610	44286
21612	163500
21613	41927
21617	61705
21619	58779
21620	41330
21622	33405
21623	51651
21624	40089
21625	49265
21626	53977
21627	-666666666
21628	47781
21629	45654
21631	41894
21632	36509
21634	-666666666
21635	55647
21636	52500
21638	57101
21639	41000
21640	43269
21641	40833
21643	40886
21644	-666666666
21645	66938
21647	42292
21648	38333
21649	27454
21650	70114
21651	49659
21652	-666666666
21653	50938
21654	79861
21655	44175
21657	60400
21658	65982
21659	50822
21660	41172
21661	44348
21662	67500
21663	50556
21664	41641
21665	37188
21666	62220
21667	75682
21668	42713
21669	39250
21671	37153
21672	41750
21673	46066
21675	35515
21676	37391
21677	59167
21678	34333
21679	48611
21701	58700
21702	52468
21703	52071
21704	85772
21705	-666666666
21710	76518
21711	40212
21713	53330
21714	123750
21716	55635
21717	-666666666
21718	50156
21719	44130
21722	48353
21723	67422
21727	51223
21733	61563
21734	35938
21737	134034
21738	105481
21740	40957
21742	51963
21746	-666666666
21750	39191
21754	80947
21755	64815
21756	53750
21757	46185
21758	50663
21762	56895
21766	70179
21767	32494
21769	76379
21770	72465
21771	73318
21773	55075
21774	79498
21776	52662
21777	84760
21778	41719
21779	50925
21780	41000
21781	-666666666
21782	52656
21783	52469
21784	70826
21787	50431
21788	49030
21790	-666666666
21791	60547
21793	60337
21794	122857
21795	47136
21797	80769
21798	61563
21801	41803
21802	-666666666
21804	40465
21810	51452
21811	51534
21813	52132
21814	56133
21817	36758
21821	51518
21822	42448
21824	-666666666
21826	39938
21829	35982
21830	47682
21835	49500
21837	40214
21838	37734
21840	-666666666
21841	45319
21842	40525
21849	41677
21850	37436
21851	43438
21853	38789
21856	46419
21861	37763
21862	-666666666
21863	40516
21864	31351
21865	35982
21866	-666666666
21867	-666666666
21869	37857
21871	35500
21872	29943
21874	37372
21875	47654
21890	-666666666
21901	52244
21902	-666666666
21903	47216
21904	57972
21911	51808
21912	27426
21913	35854
21914	78636
21915	65606
21916	-666666666
21917	52254
21918	55102
21919	63810
21920	50556
21921	52642
21930	26250
22003	54721
22015	69766
22025	76529
22026	52015
22027	141875
22030	74106
22031	73652
22032	85903
22033	80216
22035	-666666666
22039	123806
22041	58536
22042	62887
22043	77965
22044	65141
22046	89785
22060	63115
22066	138523
22079	63023
22101	141232
22102	93650
22124	111447
22125	76667
22134	40938
22150	49487
22151	61419
22152	76174
22153	79785
22172	49881
22180	98316
22181	112500
22182	116626
22185	-666666666
22191	51686
22192	61447
22193	53214
22201	85892
22202	89421
22203	82174
22204	65816
22205	122010
22206	81002
22207	122557
22209	88571
22211	19242
22213	104929
22214	-666666666
22301	101426
22302	78701
22303	70338
22304	61814
22305	54341
22306	44808
22307	90044
22308	113763
22309	42597
22310	73794
22311	48038
22312	50052
22314	95592
22315	84892
22401	48259
22405	61093
22406	61177
22407	51516
22408	57584
22427	40879
22432	37596
22433	44427
22435	43068
22436	28750
22437	40625
22438	16906
22443	51128
22448	51500
22454	35574
22460	37569
22469	30710
22473	35858
22476	26176
22480	78375
22482	41518
22485	59732
22488	48015
22503	35095
22504	63333
22508	57132
22509	-666666666
22511	50156
22514	47027
22520	46109
22529	-666666666
22530	-666666666
22534	40555
22535	36424
22538	40550
22539	50132
22542	48243
22546	46393
22548	-666666666
22551	50200
22553	57083
22554	66242
22556	64477
22560	36794
22567	57593
22572	35196
22576	31542
22578	50673
22579	-666666666
22580	42500
22601	41518
22602	51272
22603	49358
22610	44861
22611	49604
22620	55431
22623	61875
22624	47292
22625	50781
22627	50357
22630	45999
22637	52215
22639	67500
22640	71250
22641	37452
22642	53965
22643	34091
22644	42059
22645	52151
22646	64758
22650	45673
22652	44861
22654	55078
22655	47044
22656	51800
22657	46067
22660	32184
22663	34806
22664	41390
22701	46995
22709	38897
22711	-666666666
22712	48561
22713	28625
22714	46685
22715	55987
22716	40921
22718	48679
22719	30100
22720	75750
22722	52417
22723	-666666666
22724	55200
22726	40518
22727	41469
22728	63846
22729	58333
22730	-666666666
22731	-666666666
22732	43233
22733	41875
22734	52973
22735	40330
22736	66136
22737	51482
22738	43750
22740	36010
22741	17222
22742	52740
22743	64674
22747	51563
22749	26042
22801	41233
22802	36277
22807	12019
22810	41033
22811	35625
22812	41192
22815	36602
22820	29821
22821	40588
22824	40606
22827	39899
22830	41383
22831	37043
22832	47341
22834	41875
22835	39607
22840	45853
22841	43847
22842	39938
22843	45323
22844	34794
22845	-666666666
22846	50889
22847	41250
22849	36615
22850	34728
22851	30719
22853	36950
22901	52011
22902	49415
22903	49931
22904	20250
22911	59527
22920	43692
22922	41692
22923	46188
22931	49773
22932	57134
22935	31157
22936	72708
22937	39784
22938	37415
22939	52583
22940	43000
22942	42763
22943	27212
22946	47014
22947	48708
22948	24219
22949	40982
22952	35753
22958	57750
22959	38779
22960	37347
22963	52513
22964	30000
22967	41806
22968	47245
22969	41458
22971	31288
22972	45556
22973	37727
22974	51000
22976	29552
22980	39130
22989	-666666666
23002	42183
23004	36382
23005	51748
23009	50250
23011	36494
23015	50278
23021	-666666666
23022	40064
23023	31833
23024	46452
23025	27135
23027	31758
23030	41438
23032	35990
23035	49167
23038	41738
23039	55044
23040	34185
23043	45382
23045	-666666666
23047	54006
23050	35260
23055	45642
23056	87963
23059	78725
23060	57451
23061	47795
23062	34516
23063	47958
23064	51188
23065	55276
23066	-666666666
23068	52250
23069	42439
23070	60357
23071	46711
23072	41886
23075	35403
23076	62946
23079	40208
23083	45876
23084	40909
23085	38862
23086	44898
23089	50313
23091	41417
23092	26667
23093	42572
23102	59099
23103	78542
23106	33516
23108	46583
23109	42993
23110	42868
23111	52439
23112	56545
23113	76998
23114	65967
23115	35968
23116	61317
23117	45865
23119	66776
23120	84104
23123	31863
23124	52370
23125	-666666666
23126	32000
23128	65962
23129	84506
23130	-666666666
23138	-666666666
23139	52429
23140	51754
23141	52672
23146	65490
23148	40096
23149	42460
23150	42555
23153	60283
23156	40208
23160	65625
23161	83229
23163	52287
23168	51985
23169	31000
23173	-666666666
23175	41184
23176	36500
23177	66944
23180	46442
23181	42705
23185	50641
23187	-666666666
23188	50391
23192	62194
23219	51166
23220	43508
23221	55152
23222	36570
23223	40878
23224	32338
23225	38816
23226	63101
23227	41304
23228	40147
23229	54706
23230	46692
23231	44720
23233	72530
23234	37065
23235	50344
23236	50819
23237	41031
23238	52099
23250	-666666666
23294	45830
23301	25875
23302	29931
23303	39392
23304	-666666666
23306	52031
23307	30536
23308	26192
23310	35181
23313	-666666666
23314	52861
23315	47321
23316	30893
23320	50200
23321	51451
23322	62153
23323	45635
23324	34779
23325	41623
23336	37430
23337	51250
23347	33750
23350	37742
23354	27596
23356	60330
23357	31250
23358	-666666666
23359	36618
23389	43905
23395	-666666666
23398	-666666666
23401	28036
23405	38385
23407	28841
23408	-666666666
23409	-666666666
23410	32485
23413	36750
23414	-666666666
23415	23860
23416	28813
23417	45536
23418	39583
23420	24351
23421	30397
23422	27083
23423	35781
23426	48958
23427	41875
23430	51558
23432	47358
23433	73906
23434	44452
23435	53365
23436	57356
23437	42879
23438	50043
23440	32159
23441	-666666666
23442	24600
23451	52407
23452	42989
23453	41534
23454	47800
23455	49753
23456	56684
23457	54759
23459	40441
23460	-666666666
23461	-666666666
23462	40894
23464	47516
23480	30714
23486	-666666666
23487	44010
23488	-666666666
23502	36012
23503	40055
23504	32031
23505	37230
23507	60849
23508	42157
23509	40031
23510	49761
23511	27821
23513	34552
23517	46125
23518	40719
23523	28531
23551	-666666666
23601	41624
23602	43557
23603	42104
23604	43409
23605	39813
23606	42592
23607	32559
23608	39693
23651	66500
23661	40319
23662	61213
23663	37315
23664	48150
23665	44094
23666	41782
23669	41216
23690	47587
23691	-666666666
23692	60970
23693	61723
23696	61111
23701	40395
23702	32294
23703	48239
23704	36667
23707	40455
23708	-666666666
23709	-666666666
23801	47738
23803	36698
23805	39581
23806	6905
23821	36400
23824	36039
23827	33060
23828	60192
23829	46563
23830	61875
23831	49239
23832	50435
23833	48182
23834	44704
23836	56636
23837	41546
23838	60952
23839	42917
23840	35488
23841	37847
23842	46776
23843	41094
23844	38194
23845	28000
23846	38125
23847	34234
23850	41740
23851	38633
23856	36017
23857	45119
23860	39014
23866	52803
23867	37095
23868	36642
23872	41052
23874	36964
23875	46515
23876	42232
23878	46713
23879	30732
23881	41773
23882	36696
23883	48455
23884	-666666666
23885	51923
23887	50227
23888	36731
23889	29583
23890	39414
23891	-666666666
23893	35139
23894	50781
23897	42667
23898	50486
23899	33125
23901	36873
23909	-666666666
23915	41100
23917	37100
23919	34643
23920	38818
23921	32179
23922	44688
23923	39556
23924	33971
23927	38889
23930	41959
23934	29405
23936	36405
23937	33425
23938	32340
23942	32500
23943	-666666666
23944	35336
23947	32049
23950	35122
23952	-666666666
23954	31557
23958	37803
23959	30893
23960	42647
23962	42841
23963	57014
23964	31397
23966	34554
23967	33750
23968	36458
23970	29739
23974	34842
23976	-666666666
24011	61573
24012	36455
24013	29929
24014	41727
24015	42694
24016	29416
24017	34260
24018	50148
24019	46340
24020	41779
24053	40528
24054	32413
24055	34874
24058	36875
24059	55938
24060	49279
24064	51278
24065	45339
24066	38576
24067	35710
24069	29738
24070	28214
24072	32401
24073	46570
24076	42568
24077	38906
24078	32425
24079	36919
24082	29777
24083	57315
24084	39248
24085	34045
24086	43594
24087	40859
24088	41526
24089	35461
24090	50076
24091	43309
24092	41096
24093	32500
24095	44777
24101	47096
24102	40417
24104	41938
24105	30855
24112	33227
24120	33269
24121	44676
24122	35625
24124	38837
24127	47825
24128	47355
24130	-666666666
24131	-666666666
24132	25837
24133	41198
24134	36392
24136	39883
24137	42794
24138	42011
24139	41645
24141	41118
24142	9318
24147	41944
24148	36257
24149	56263
24150	35000
24151	38387
24153	44910
24161	42267
24162	36458
24165	41705
24167	50395
24168	31806
24171	35752
24174	32618
24175	50208
24176	55821
24179	40913
24184	46018
24185	44653
24201	37663
24202	40604
24210	37195
24211	46940
24216	33802
24217	-666666666
24219	39551
24220	48173
24221	43362
24224	39610
24225	35833
24226	35469
24228	34797
24230	32995
24236	38266
24237	36731
24239	-666666666
24243	31349
24244	30000
24245	34038
24246	-666666666
24248	31435
24250	34489
24251	37149
24256	33214
24258	41111
24260	38951
24263	36748
24265	50880
24266	40564
24269	34018
24270	29375
24271	38558
24272	31316
24273	30724
24277	32139
24279	36851
24280	32201
24281	31169
24282	26000
24283	40250
24290	38646
24292	29485
24293	42132
24301	37526
24311	34167
24312	28245
24313	47554
24314	38467
24315	41530
24316	-666666666
24317	34901
24318	39141
24319	38086
24322	24663
24323	39922
24324	43558
24325	61333
24326	41377
24328	40093
24330	26587
24333	32478
24340	36969
24343	34665
24347	34819
24348	32987
24350	35650
24351	32578
24352	39929
24354	35233
24360	34383
24361	37535
24363	31250
24366	27446
24368	38327
24370	31130
24374	30508
24375	36483
24377	35000
24378	32090
24380	36796
24381	36377
24382	36586
24401	40503
24411	-666666666
24412	-666666666
24413	36442
24415	-666666666
24416	32439
24421	47763
24422	39137
24426	39573
24430	36106
24431	50017
24432	55167
24433	34821
24435	35072
24437	54375
24439	36618
24440	41932
24441	36919
24442	56250
24445	40143
24448	38750
24450	39447
24457	-666666666
24458	36932
24459	42284
24460	37583
24464	180368
24465	45721
24467	61958
24471	37042
24472	38654
24473	48854
24474	38875
24476	50577
24477	41294
24479	45688
24482	41792
24483	32910
24484	30381
24485	27031
24486	40619
24487	26875
24501	31808
24502	37239
24503	51035
24504	38473
24517	34401
24520	47961
24521	40344
24522	40984
24523	41625
24526	51827
24527	38581
24528	31845
24529	36472
24530	33177
24531	39887
24534	27010
24536	53409
24538	41333
24539	34464
24540	36335
24541	39684
24549	38397
24550	40662
24551	56506
24553	31224
24554	41559
24555	34798
24556	49500
24557	33602
24558	40124
24562	38306
24563	37278
24565	36875
24566	31591
24569	40592
24570	-666666666
24571	50526
24572	36972
24574	40966
24577	35777
24578	38021
24579	42604
24580	33500
24581	-666666666
24586	40884
24588	39456
24589	37841
24590	43450
24592	35715
24593	49886
24594	29022
24595	29327
24597	37554
24598	41377
24599	22802
24601	-666666666
24602	32098
24603	55250
24604	-666666666
24605	38596
24606	-666666666
24607	34438
24609	41114
24612	40769
24613	40219
24614	40326
24620	37692
24622	53056
24628	34115
24630	37196
24631	40938
24634	40156
24635	37344
24637	37279
24639	36078
24641	41440
24646	30375
24649	41270
24651	42566
24656	42550
24657	38750
24701	32744
24712	40272
24714	35357
24715	26607
24716	45406
24719	-666666666
24724	53500
24726	-666666666
24729	45192
24731	25530
24733	49444
24736	32300
24737	-666666666
24738	31420
24740	36513
24747	27269
24801	36319
24808	40556
24811	50096
24813	-666666666
24815	27386
24816	-666666666
24817	44375
24818	65132
24822	24429
24823	32300
24826	-666666666
24827	43229
24828	19906
24830	58750
24831	-666666666
24834	41458
24836	38021
24839	42440
24843	-666666666
24844	41950
24845	116845
24846	-666666666
24847	31719
24848	29792
24849	42826
24850	21818
24851	29737
24853	41518
24854	41354
24857	50515
24860	34219
24861	32750
24862	35972
24866	30469
24867	-666666666
24868	36713
24869	21939
24870	50912
24871	-666666666
24872	46375
24873	44286
24874	51818
24878	26167
