zip_code_tabulation_area	B24091_001E
56218	41932
56219	40417
56220	40635
56221	40294
56222	39549
56223	39191
56224	39375
56225	36094
56226	43125
56227	46875
56228	36359
56229	42059
56230	40063
56231	48125
56232	39318
56235	42115
56236	51544
56237	36932
56239	42446
56240	37419
56241	45074
56243	37927
56244	42159
56245	41696
56248	42500
56249	47344
56251	41333
56252	39728
56253	44444
56255	43750
56256	40212
56257	38125
56258	41031
56260	39028
56262	35368
56263	45385
56264	41048
56265	42386
56266	39313
56267	45423
56270	35380
56271	37917
56273	42796
56274	59167
56276	50357
56277	46096
56278	38346
56279	42214
56280	38438
56281	47083
56282	42667
56283	38944
56284	40123
56285	42067
56287	40625
56288	50451
56289	48958
56291	38194
56292	35192
56293	42174
56294	39375
56295	38571
56296	40592
56297	38977
56301	43093
56303	40475
56304	36710
56307	44375
56308	46028
56309	43021
56310	46956
56311	42292
56312	40042
56313	36667
56314	44511
56315	43681
56316	36161
56318	43487
56319	42768
56320	46067
56321	25208
56323	38375
56324	40139
56325	41667
56326	40156
56327	49688
56328	31974
56329	42996
56330	41250
56331	42868
56332	46827
56334	44477
56335	36250
56336	44732
56338	42393
56339	40444
56340	40953
56342	38533
56343	40000
56345	39656
56347	37178
56349	42000
56350	42500
56352	41537
56353	43433
56354	42337
56355	44375
56356	36250
56357	46625
56358	40593
56359	37375
56360	40417
56361	40564
56362	41853
56363	31771
56364	41913
56367	47117
56368	41149
56369	35865
56371	35781
56373	40941
56374	43739
56375	42589
56376	43500
56377	52032
56378	41065
56379	40792
56381	41530
56382	38000
56384	41118
56385	37188
56386	43333
56387	32896
56389	50357
56401	40963
56425	49365
56431	40109
56433	38875
56434	36000
56435	33264
56436	115156
56437	40313
56438	39234
56440	40523
56441	31869
56442	45076
56443	40543
56444	42708
56446	36354
56447	40781
56448	42188
56449	45403
56450	36190
56452	40486
56453	37083
56455	40031
56456	23750
56458	42054
56461	41667
56464	41097
56465	40769
56466	36625
56467	40462
56468	50994
56469	38438
56470	40385
56472	43302
56473	41831
56474	36189
56475	40917
56477	39612
56479	39565
56481	40317
56482	37259
56484	39241
56501	40437
56510	40540
56511	46193
56514	50868
56515	42222
56516	45208
56517	48542
56518	31792
56519	34500
56520	40388
56521	36563
56522	40850
56523	43500
56524	36500
56525	50000
56527	35208
56528	42857
56529	45365
56531	40720
56533	46667
56534	44457
56535	42083
56536	43021
56537	42297
56540	39318
56541	-666666666
56542	41069
56543	42639
56544	42597
56545	40375
56546	41667
56547	52737
56548	38000
56549	51765
56550	30000
56551	39886
56552	43250
56553	49531
56554	44871
56556	40647
56557	36250
56560	44967
56565	42500
56566	32019
56567	36885
56568	47000
56569	36786
56570	38846
56571	43352
56572	36946
56573	43075
56574	41023
56575	40375
56576	36250
56577	-666666666
56578	49250
56579	43750
56580	44250
56581	42500
56583	36250
56584	37303
56585	47344
56586	43542
56587	42143
56588	36944
56589	36151
56590	38125
56591	36250
56592	36923
56593	-666666666
56594	52386
56601	40919
56621	39093
56623	37798
56626	35250
56627	31927
56628	41146
56629	53194
56630	31356
56633	35399
56634	46563
56636	38906
56637	43750
56639	40625
56641	40125
56644	44167
56646	39219
56647	42386
56649	44479
56650	39327
56651	39821
56652	43393
56653	43558
56654	49500
56655	36797
56657	31364
56658	-666666666
56659	32500
56660	40417
56661	36607
56662	34167
56663	24833
56666	19625
56667	46042
56668	51875
56669	45625
56670	33281
56671	28713
56672	40952
56673	36587
56676	44554
56678	42321
56680	40313
56681	27171
56683	42045
56684	40625
56685	58125
56686	40481
56687	35625
56688	58750
56701	41244
56710	40344
56711	-666666666
56713	42159
56714	40516
56715	42813
56716	41097
56720	-666666666
56721	47231
56722	42188
56723	51228
56724	49375
56725	40217
56726	37763
56727	39028
56728	46106
56729	38438
56731	40313
56732	40707
56733	43571
56734	40739
56735	39167
56736	37788
56737	39432
56738	40528
56741	-666666666
56742	34375
56744	44271
56748	41213
56750	41304
56751	43846
56754	42813
56755	48750
56756	36250
56757	36833
56758	37500
56759	41250
56760	37500
56761	37059
56762	41475
56763	38607
57001	36033
57002	41765
57003	44907
57004	40659
57005	49735
57006	40714
57010	40093
57012	35900
57013	39526
57014	34491
57015	44007
57016	41719
57017	42201
57018	39432
57020	49673
57021	46902
57022	45238
57024	36316
57025	50880
57026	38393
57027	50625
57028	35271
57029	37157
57030	44979
57031	41898
57032	45316
57033	45212
57034	42188
57035	37201
57036	43182
57037	35698
57038	53828
57039	40458
57040	40556
57041	51277
57042	44013
57043	37346
57045	38472
57046	43553
57047	41172
57048	42241
57049	58111
57050	40000
57051	40000
57052	45956
57053	44550
57054	34375
57055	51204
57057	48750
57058	42438
57059	40164
57061	38125
57062	40505
57063	38583
57064	47386
57065	39125
57066	35192
57067	51146
57068	41821
57069	40764
57070	38625
57071	43554
57072	40536
57073	39408
57075	51765
57076	35081
57077	35961
57078	37790
57103	38511
57104	32428
57105	39189
57106	41979
57107	41309
57108	57556
57110	43570
57117	-666666666
57197	13229
57201	37175
57212	45819
57213	30976
57214	31667
57216	39783
57217	38125
57218	46339
57219	34896
57220	43250
57221	35573
57223	42308
57224	42500
57225	39375
57226	37451
57227	31711
57231	41375
57232	41042
57233	35000
57234	38902
57235	42098
57236	30855
57237	37917
57238	50547
57239	34250
57241	40260
57242	46000
57243	35795
57245	37143
57246	48000
57247	45000
57248	40089
57249	40982
57251	30000
57252	40279
57255	25500
57256	42500
57257	29688
57258	30625
57259	50556
57260	42656
57261	56250
57262	32844
57263	40357
57264	30000
57265	36250
57266	35192
57268	36806
57269	36750
57270	33906
57271	36250
57272	31250
57273	30643
57274	38466
57276	41900
57278	31042
57279	39063
57301	40516
57311	41034
57312	38125
57313	41371
57314	35592
57315	45000
57317	36339
57319	37847
57321	37803
57322	26413
57323	50521
57324	36667
57325	33853
57328	37500
57329	41364
57330	32083
57331	40825
57332	44196
57334	38558
57335	30350
57337	27232
57339	26625
57340	34500
57341	28500
57342	41607
57344	51136
57345	48304
57346	53214
57348	46458
57349	40476
57350	37198
57353	38333
57355	39667
57356	33958
57358	48958
57359	40398
57361	32292
57362	40516
57363	40357
57364	-666666666
57365	35741
57366	40664
57367	44375
57368	39063
57369	33750
57370	26902
57371	40750
57373	37112
57374	39821
57375	36597
57376	36524
57379	19688
57380	32417
57381	38869
57382	41579
57383	41452
57384	46307
57385	35948
57386	40000
57401	40391
57420	41500
57421	65139
57422	26944
57424	45000
57426	40357
57427	65709
57428	37857
57429	32045
57430	42314
57432	40344
57433	33500
57434	46964
57435	45313
57436	43000
57437	41742
57438	40250
57439	-666666666
57440	38125
57441	42143
57442	35995
57445	42771
57446	50651
57448	33421
57449	83333
57450	40000
57451	42125
57452	27734
57454	40489
57455	26700
57456	36250
57457	118750
57460	39167
57461	51125
57465	46667
57466	31797
57467	40809
57468	38182
57469	34573
57470	41250
57471	41742
57472	37386
57473	21167
57474	38750
57475	30000
57476	36328
57477	27083
57479	46382
57481	35962
57501	43926
57520	42321
57521	30781
57522	40000
57523	32386
57528	37656
57529	22500
57531	30893
57532	37845
57533	31295
57534	79063
57536	43393
57537	-666666666
57538	38897
57540	21875
57541	22708
57543	44514
57544	34333
57547	25536
57548	31250
57551	33241
57552	38167
57553	20938
57555	34811
57559	30774
57560	40063
57562	22083
57563	21591
57564	46157
57566	24926
57567	35424
57568	37167
57569	32813
57570	37969
57571	-666666666
57572	31200
57574	47917
57576	38942
57577	31324
57579	32583
57580	36231
57584	29688
57585	21932
57601	32363
57620	32424
57621	24750
57622	28125
57623	33056
57625	33894
57626	31159
57630	19583
57631	38333
57632	36875
57633	43125
57634	16964
57636	-666666666
57638	35029
57639	19625
57640	41964
57641	34875
57642	33182
57644	41875
57645	45000
57646	39444
57648	40221
57649	40833
57650	-666666666
57651	23750
57652	26375
57656	40556
57657	46250
57658	24250
57660	27292
57661	35714
57701	34320
57702	46543
57703	37515
57706	31686
57714	45750
57716	38750
57717	37167
57718	39672
57719	32313
57720	43958
57722	72813
57724	29063
57725	25408
57730	42039
57732	36691
57735	36292
57738	40880
57741	-666666666
57744	45044
57745	35804
57747	40067
57748	42875
57750	28750
57751	42159
57752	29315
57754	35308
57755	53571
57756	21042
57758	8036
57759	19661
57760	32778
57761	42396
57762	32083
57763	46250
57764	24712
57766	48194
57767	33125
57769	43019
57770	34103
57772	34896
57773	37438
57775	32188
57776	-666666666
57779	-666666666
57780	55625
57782	46250
57783	36269
57785	37702
57787	26477
57788	35357
57790	38417
57791	45833
57792	35962
57793	42260
57794	-666666666
57799	7266
58001	50000
58002	36500
58004	52708
58005	60000
58006	47434
58007	41250
58008	49018
58009	-666666666
58011	48750
58012	45313
58013	29583
58015	48750
58016	49271
58017	39643
58018	55313
58021	51618
58027	46250
58029	48750
58030	44821
58031	50375
58032	49167
58033	50284
58035	37273
58036	46250
58038	49236
58040	48094
58041	46711
58042	57743
58043	58750
58045	45625
58046	49375
58047	63578
58048	45714
58049	47917
58051	56010
58052	46406
58053	44583
58054	42091
58056	49938
58057	50781
58058	39583
58059	48971
58060	51250
58061	46938
58062	40500
58063	36319
58064	46406
58065	-666666666
58067	45833
58068	51350
58069	51000
58071	39000
58072	43125
58075	40779
58076	60833
58077	42989
58078	48752
58079	47250
58081	48977
58102	41569
58103	37390
58104	49178
58105	8438
58201	45925
58202	5769
58203	40319
58204	36627
58205	-666666666
58210	45089
58212	32000
58214	37361
58216	30455
58218	51214
58219	-666666666
58220	44583
58222	45417
58223	41779
58224	40667
58225	48491
58227	45521
58228	44712
58229	44861
58230	40341
58231	40192
58233	58750
58235	51765
58237	40641
58238	55938
58239	126016
58240	47316
58241	57396
58243	49632
58244	44750
58249	50845
58250	49583
58251	41111
58254	50385
58256	43438
58257	44233
58258	50156
58259	40950
58260	60313
58261	40208
58262	52083
58265	51250
58266	41917
58267	46667
58269	40278
58270	45590
58271	51522
58272	57083
58273	36118
58274	52984
58275	42303
58276	41944
58277	50833
58278	52727
58281	93281
58282	44219
58301	40988
58311	50625
58316	33996
58317	47813
58318	43433
58321	45000
58323	61250
58324	50230
58325	38438
58327	51302
58329	33077
58330	45781
58331	13750
58332	93750
58335	30577
58338	91111
58339	26250
58341	45346
58343	45972
58344	39537
58345	32500
58346	47692
58348	40917
58351	53000
58352	56389
58353	31458
58355	55750
58356	42222
58357	43750
58361	37063
58362	-666666666
58363	88333
58365	46250
58366	61071
58367	42000
58368	33946
58369	37639
58370	30833
58372	51667
58374	43355
58377	41250
58379	27232
58380	42500
58381	43750
58382	50625
58384	42125
58385	56250
58386	49688
58401	42929
58402	-666666666
58405	-666666666
58413	41295
58415	42250
58416	45000
58418	36607
58420	47051
58421	48750
58422	82083
58423	41250
58424	35833
58425	37214
58426	65500
58428	40380
58429	36897
58430	41964
58431	26000
58433	40735
58436	40179
58438	50658
58439	61042
58440	40125
58441	50893
58442	40000
58443	44219
58444	51591
58445	42813
58448	41250
58451	56167
58452	-666666666
58454	40547
58455	48750
58456	49875
58458	46000
58460	32375
58461	47188
58463	36471
58464	49375
58466	43125
58467	42313
58472	42386
58474	45519
58475	32083
58476	53438
58477	47917
58478	41250
58479	50673
58480	40855
58481	51691
58482	42375
58483	25625
58484	-666666666
58486	58750
58487	51010
58488	40313
58490	46250
58492	40069
58494	40893
58495	41957
58496	36625
58497	41172
58501	43028
58503	55444
58504	45883
58505	-666666666
58520	31563
58521	52222
58523	65598
58524	12250
58528	36618
58529	45156
58530	45338
58531	46964
58532	48750
58533	38553
58535	49318
58538	37552
58540	42145
58541	61705
58542	36250
58544	50481
58545	52500
58549	52857
58552	39821
58554	47004
58558	52891
58559	61250
58560	36250
58561	40938
58562	41010
58563	49327
58564	30000
58565	46667
58566	51875
58568	41154
58569	30417
58570	38462
58571	48125
58572	37750
58573	39167
58575	48750
58576	47679
58577	51483
58579	50846
58580	53438
58581	41250
58601	53426
58620	34167
58621	37375
58622	48661
58623	50847
58625	43897
58626	48958
58627	37188
58630	26216
58631	46607
58632	37708
58634	37102
58636	52569
58638	52500
58639	45104
58640	49861
58641	-666666666
58642	50435
58643	61667
58645	60000
58646	45282
58647	53750
58649	45486
58650	42250
58651	57188
58652	53289
58653	40476
58654	46563
58655	52050
58656	46406
58701	46320
58702	-666666666
58703	46177
58704	31547
58705	10156
58707	16607
58710	50750
58711	44297
58712	29737
58713	41000
58716	31250
58718	45200
58721	49375
58722	57159
58723	38529
58725	47917
58727	44167
58730	51932
58731	44107
58733	34018
58734	40000
58735	90674
58736	56094
58737	49688
58740	45455
58741	47891
58744	54375
58746	49762
58748	60250
58750	52375
58752	69000
58755	53750
58756	37250
58757	35688
58758	49375
58759	49808
58760	58036
58761	45375
58762	73864
58763	48984
58765	43672
58768	61458
58769	41023
58770	47500
58771	49792
58772	50357
58773	47059
58775	41250
58776	34063
58778	48438
58779	46458
58781	48523
58782	66042
58783	57625
58784	48811
58785	46944
58787	63438
58788	43080
58789	56250
58790	48962
58792	46583
58793	51513
58794	32065
58795	36875
58801	60516
58830	89375
58831	60357
58833	-666666666
58835	46250
58838	52083
58843	66083
58844	32188
58845	51250
58847	53649
58849	51981
58852	57375
58853	45625
58854	54878
58856	23458
59001	44821
59002	35156
59003	30859
59006	40577
59007	40568
59008	43125
59010	36458
59011	41019
59012	32143
59013	48667
59014	42250
59015	45795
59016	38333
59018	49375
59019	49643
59020	27083
59022	34087
59024	45625
59025	42000
59026	37292
59027	41594
59028	31667
59029	55500
59030	49821
59031	28194
59032	41528
59033	47500
59034	41159
59035	31016
59036	33438
59037	58375
59038	35893
59039	52500
59041	45125
59043	35389
59044	43810
59046	31875
59047	40057
59050	35250
59052	26042
59053	16667
59054	35625
59055	37500
59057	50775
59058	50750
59059	21750
59061	52500
59062	-666666666
59063	46607
59064	32227
59065	77250
59066	41389
59067	37366
59068	42466
59069	36058
59070	46473
59071	62188
59072	36208
59074	44375
59075	50313
59076	29063
59077	52000
59078	23750
59079	48456
59081	-666666666
59082	60625
59085	29063
59086	31950
59087	34432
59088	43514
59089	31534
59101	36487
59102	41595
59105	45750
59106	56001
59201	36786
59211	52614
59212	41576
59213	33068
59214	28125
59215	41806
59217	31500
59218	58950
59219	51667
59221	45288
59222	30714
59223	46103
59225	31364
59226	31250
59230	40673
59231	40682
59240	26250
59241	36728
59242	60417
59243	49500
59244	42500
59247	42500
59248	35703
59250	33214
59252	50750
59253	30521
59254	45222
59255	36087
59256	32847
59257	60714
59258	41250
59259	36563
59260	63750
59261	31310
59262	35408
59263	37083
59270	45455
59274	29000
59275	40813
59276	-666666666
59301	39022
59311	30625
59312	28125
59313	48140
59314	53750
59315	47083
59317	40000
59318	26875
59322	33750
59323	53522
59324	35132
59326	31429
59327	37500
59330	42775
59332	43125
59333	27000
59336	30909
59337	36389
59338	42143
59339	38125
59343	34167
59344	45625
59347	47083
59349	36992
59351	29063
59353	41007
59354	58125
59401	36308
59404	44726
59405	35625
59410	32371
59411	40431
59412	40523
59414	39157
59416	50938
59417	31371
59418	38393
59419	48750
59420	58750
59421	38646
59422	36025
59424	50714
59425	38390
59427	47576
59430	43636
59432	20000
59433	32500
59434	41111
59436	41466
59440	30500
59441	48125
59442	34464
59443	50114
59444	35000
59446	31406
59447	43229
59448	30833
59450	33214
59451	46563
59452	31250
59453	33438
59454	47500
59456	37411
59457	34778
59460	28000
59461	69107
59462	27188
59463	67411
59464	32188
59465	31250
59466	39167
59467	37500
59468	40938
59469	30156
59471	38750
59472	45046
59474	36005
59477	31346
59479	40772
59480	50096
59482	51500
59483	46094
59484	72500
59485	42917
59486	41250
59487	45223
59489	37917
59501	38003
59520	30431
59521	35054
59522	32008
59523	35466
59524	36250
59525	25833
59526	36125
59527	39688
59528	31771
59529	16125
59530	-666666666
59531	42125
59532	29760
59535	25833
59537	40833
59538	37169
59540	44500
59542	26429
59544	24706
59545	20000
59546	24375
59547	40417
59601	45528
59602	46309
59631	38500
59632	32209
59633	33587
59634	55914
59635	40388
59636	-666666666
59638	63182
59639	34375
59640	49375
59642	35500
59643	42308
59644	40806
59645	27241
59647	45909
59648	40511
59701	42361
59703	45625
59710	39583
59711	35814
59713	28036
59714	42359
59715	43248
59716	42589
59718	44809
59720	-666666666
59721	42500
59722	35225
59724	33750
59725	35886
59727	34583
59728	52847
59729	38750
59730	37243
59731	37000
59732	36116
59733	36375
59735	40673
59736	28750
59739	32396
59740	23854
59741	42636
59743	29107
59745	30313
59746	53125
59747	40250
59748	44625
59749	35114
59750	44643
59751	35714
59752	44105
59754	41607
59755	21250
59756	-666666666
59758	31986
59759	43038
59760	31250
59761	36250
59762	45000
59801	34290
59802	31561
59803	48664
59804	43158
59808	41803
59820	32069
59821	41714
59823	32484
59824	37321
59825	33162
59826	40547
59827	25282
59828	35880
59829	40032
59830	-666666666
59831	35000
59832	37232
59833	51395
59834	51109
59837	41406
59840	36822
59841	27813
59842	-666666666
59843	31406
59844	46250
59845	31023
59846	50809
59847	40154
59848	35625
59851	43828
59853	35817
59854	37596
59855	31779
59856	25000
59858	31033
59859	29219
59860	36325
59863	-666666666
59864	35448
59865	32773
59866	41189
59867	87540
59868	42800
59870	37882
59871	46250
59872	37750
59873	33661
59874	31250
59875	30308
59901	37988
59910	26513
59911	43892
59912	36929
59913	32115
59914	32188
59915	26786
59916	26000
59917	36792
59918	45495
59919	-666666666
59920	40625
59922	38432
59923	39073
59925	36333
59926	11146
59927	30688
59928	36635
59929	40202
59930	31417
59931	34219
59932	41250
59933	26250
59934	39167
59935	39420
59936	30714
59937	48232
60002	55520
60004	71253
60005	59519
60007	51895
60008	51314
60010	91325
60012	80029
60013	65761
60014	57217
60015	98485
60016	50051
60018	37591
60020	50074
60021	73750
60022	157826
60025	70340
60026	82950
60029	106875
60030	62208
60031	65835
60033	36746
60034	42969
60035	103198
60040	38938
60041	50211
60042	52745
60043	161042
60044	78024
60045	131364
60046	61832
60047	83027
60048	97398
60050	50153
60051	53625
60053	57520
60056	54697
60060	53423
60061	74664
60062	93688
60064	28709
60067	74362
60068	78868
60069	100110
60070	43510
60071	42357
60072	66389
60073	43748
60074	48031
60076	56644
60077	48657
60081	60425
60083	61620
60084	53642
60085	29706
60087	39695
60088	40293
60089	77878
60090	45010
60091	113076
60093	134508
60096	58375
60097	50572
60098	46837
60099	40893
60101	41856
60102	67857
60103	62097
60104	41115
60106	39724
60107	45138
60108	57394
60109	43864
60110	41108
60111	101563
60112	47461
60113	41161
60115	39476
60118	62481
60119	68198
60120	36693
60123	41203
60124	63805
60126	78793
60129	34750
60130	51009
60131	42813
60133	40946
60134	83697
60135	55061
60136	61589
60137	74677
60139	41974
60140	52489
60141	-666666666
60142	72944
60143	55857
60144	40625
60145	47766
60146	46979
60148	57914
60150	50365
60151	52233
60152	50804
60153	36531
60154	57153
60155	47313
60156	55689
60157	71652
60160	31955
60162	42021
60163	50682
60164	40447
60165	27176
60169	50749
60171	41799
60172	52978
60173	62851
60174	59450
60175	84649
60176	41168
60177	57099
60178	50122
60180	51726
60181	52280
60184	100816
60185	41060
60187	69083
60188	53218
60189	69677
60190	73438
60191	50061
60192	81603
60193	59335
60194	54903
60195	72117
60201	74292
60202	59061
60203	77500
60301	71414
60302	75376
60304	78428
60305	101076
60401	54846
60402	40666
60403	41861
60404	64768
60406	32280
60407	44375
60408	47589
60409	41638
60410	62528
60411	41026
60415	41448
60416	54513
60417	58497
60419	44507
60420	52667
60421	61667
60422	74939
60423	70576
60424	47431
60425	45661
60426	32857
60428	36970
60429	43632
60430	56584
60431	54976
60432	30811
60433	31854
60435	41916
60436	34236
60437	36042
60438	45368
60439	67822
60440	44650
60441	54427
60442	58877
60443	50913
60444	55625
60445	46853
60446	45763
60447	54065
60448	66772
60449	57383
60450	50870
60451	66069
60452	50314
60453	51143
60455	42328
60456	41520
60457	51980
60458	40168
60459	40827
60460	47228
60461	72353
60462	62066
60463	61005
60464	63926
60465	50488
60466	46384
60467	70710
60468	51353
60469	40091
60470	50625
60471	47915
60472	32253
60473	48780
60474	50417
60475	41792
60476	46657
60477	53098
60478	45672
60479	60000
60480	61667
60481	51139
60482	38064
60484	46660
60487	65605
60490	64659
60491	66347
60501	35245
60502	73478
60503	68732
60504	52925
60505	30596
60506	42011
60510	69092
60511	60118
60512	87591
60513	57250
60514	94402
60515	73077
60516	64353
60517	59482
60518	42056
60519	-666666666
60520	49792
60521	134234
60523	94015
60525	67777
60526	70733
60527	73590
60530	40000
60531	45877
60532	63311
60534	40451
60536	37308
60537	51563
60538	51541
60539	24375
60540	82492
60541	58194
60542	58783
60543	57583
60544	61208
60545	41538
60546	60526
60548	40657
60549	72440
60550	45357
60551	44652
60552	51062
60553	52917
60554	73344
60555	54067
60556	48412
60557	-666666666
60558	108023
60559	54107
60560	63309
60561	62608
60563	64568
60564	94992
60565	86581
60585	74025
60586	57713
60601	101606
60602	92623
60603	168438
60604	155388
60605	85418
60606	102205
60607	81957
60608	40072
60609	32072
60610	77247
60611	94331
60612	49107
60613	62121
60614	76015
60615	56694
60616	53868
60617	35570
60618	50444
60619	38303
60620	37789
60621	32478
60622	61476
60623	28604
60624	31925
60625	47588
60626	40968
60628	39546
60629	31713
60630	52003
60631	64441
60632	30420
60633	44639
60634	43602
60636	33922
60637	43794
60638	50577
60639	31115
60640	53294
60641	41229
60642	64560
60643	55188
60644	30852
60645	43538
60646	67126
60647	51037
60649	40025
60651	32663
60652	45856
60653	49141
60654	92674
60655	70564
60656	51852
60657	67788
60659	38441
60660	46416
60661	89836
60706	48917
60707	45477
60712	72773
60714	49576
60803	43019
60804	31000
60805	52266
60827	37044
60901	39663
60910	42375
60911	39875
60912	42917
60913	53224
60914	50926
60915	42034
60917	46023
60918	40000
60919	46786
60920	33125
60921	36607
60922	41780
60924	39728
60926	29167
60927	44239
60928	36466
60929	35274
60930	58625
60931	42963
60932	61181
60933	46750
60934	35833
60935	63667
60936	49700
60938	42647
60940	50365
60941	50195
60942	40432
60945	35000
60946	52500
60948	54583
60949	38235
60950	48762
60951	42031
60952	45750
60953	36583
60954	43926
60955	38558
60957	43191
60958	36829
60959	40644
60960	35625
60961	54432
60962	36528
60963	38750
60964	41173
60966	41086
60968	49205
60969	37250
60970	32398
60973	36042
60974	41875
61001	32917
61006	41799
61007	42000
61008	43461
61010	49558
61011	67321
61012	36455
61013	49375
61014	35227
61015	51824
61016	51576
61018	39219
61019	50706
61020	47586
61021	46374
61024	51365
61025	44239
61027	-666666666
61028	35391
61030	43786
61031	47000
61032	37774
61036	41019
61037	49722
61038	40956
61039	39688
61041	35643
61042	42375
61043	28125
61044	37333
61046	43177
61047	35545
61048	35616
61049	46736
61050	37898
61051	43875
61052	51036
61053	41213
61054	40268
61057	61000
61059	53125
61060	40455
61061	49833
61062	45700
61063	50225
61064	43567
61065	46875
61067	45000
61068	39860
61070	37396
61071	37655
61072	56054
61073	59137
61074	40240
61075	40417
61077	-666666666
61078	36250
61079	41667
61080	46604
61081	40488
61084	53750
61085	37304
61087	40541
61088	55956
61089	45250
61091	-666666666
61101	36300
61102	35686
61103	37335
61104	30967
61107	49563
61108	41676
61109	37722
61111	42349
61112	-666666666
61114	59844
61115	46338
61201	41338
61230	46563
61231	43698
61232	43750
61234	44107
61235	48125
61236	57589
61238	44929
61239	30000
61240	50313
61241	51414
61242	50163
61243	61719
61244	40779
61250	45742
61251	44750
61252	51719
61254	61131
61256	51921
61257	46875
61258	37019
61259	43750
61260	33958
61261	34766
61262	46989
61263	41181
61264	49375
61265	41736
61270	42124
61272	42083
61273	49405
61274	41042
61275	57583
61276	26146
61277	45924
61278	48750
61279	41136
61281	42258
61282	42070
61283	31827
61284	63630
61285	44625
61301	39538
61310	41930
61311	51850
61312	46250
61313	72386
61314	41250
61315	36184
61316	41875
61317	36875
61318	41016
61319	45000
61320	42639
61321	41852
61322	30954
61323	51250
61324	36146
61325	50795
61326	49107
61327	55833
61328	-666666666
61329	51938
61330	44583
61331	-666666666
61332	49375
61333	51215
61334	41382
61335	43750
61336	51406
61337	35500
61338	55833
61340	52917
61341	47083
61342	41427
61344	41250
61345	48594
61346	27000
61348	50086
61349	52727
61350	44591
61353	44844
61354	42328
61356	42972
61358	43125
61359	37500
61360	53176
61361	40608
61362	40802
61363	36563
61364	44655
61367	37917
61368	41769
61369	42625
61370	50625
61372	41625
61373	51354
61374	71458
61375	40163
61376	46667
61377	50551
61378	57321
61379	42917
61401	36443
61410	32010
61411	36799
61412	51146
61413	38929
61414	42917
61415	40702
61416	24821
61417	36635
61418	36161
61419	45156
61420	39625
61421	40625
61422	38839
61423	46364
61424	64931
61425	42109
61426	25938
61427	37336
61428	47500
61430	41167
61431	27404
61432	41791
61433	-666666666
61434	39063
61435	-666666666
61436	46250
61437	42708
61438	40690
61439	44000
61440	40859
61441	38750
61442	40265
61443	32459
61447	40375
61448	41026
61449	43375
61450	37070
61451	51813
61452	43661
61453	40167
61454	35000
61455	39084
61458	41667
61459	40341
61460	35909
61462	38940
61465	43375
61466	57188
61467	43563
61468	-666666666
61469	37440
61470	38750
61471	41250
61472	42344
61473	30737
61474	33750
61475	38375
61476	35000
61477	30156
61478	58083
61479	25859
61480	42306
61482	45156
61483	44625
61484	40568
61485	38750
61486	50650
61488	40625
61489	41818
61490	47204
61491	47600
61501	34911
61516	47143
61517	56997
61519	53194
61520	36347
61523	41027
61524	39342
61525	83551
61526	78083
61528	62120
61529	44570
61530	52978
61531	45982
61532	53750
61533	43822
61534	47543
61535	75885
61536	51793
61537	46159
61539	40625
61540	47175
61541	32083
61542	40777
61543	36250
61544	44375
61545	49250
61546	47478
61547	60313
61548	62657
61550	60023
61552	35250
61553	35156
61554	42372
61559	44907
61560	35481
61561	42392
61562	-666666666
61563	41500
61564	34375
61565	42250
61567	32721
61568	60532
61569	39375
61570	38519
61571	53421
61572	40114
61602	54500
61603	33177
61604	40088
61605	26943
61606	43424
61607	41611
61610	35906
61611	44497
61614	50127
61615	62727
61616	37772
61625	-666666666
61701	40853
61704	63039
61705	71151
61720	44063
61721	42656
61722	51625
61723	44405
61724	39792
61725	58667
61726	40148
61727	43190
61728	46583
61729	51181
61730	51364
61731	37269
61732	47614
61733	48935
61734	41114
61735	42386
61736	60357
61737	40729
61738	50494
61739	38359
61740	44474
61741	44191
61742	53194
61743	38750
61744	51169
61745	52276
61747	48125
61748	59375
61749	40150
61750	41607
61751	34306
61752	55884
61753	47023
61754	44118
61755	51482
61756	48239
61759	43083
61760	43387
61761	48013
61764	41795
61769	46250
61770	43813
61771	51404
61772	50926
61773	40400
61774	50625
61775	50313
61776	51285
61777	45583
61778	41528
61801	37492
61802	41730
61810	45313
61811	43654
61812	31667
61813	39704
61814	35662
61815	52500
61816	52045
61817	47857
61818	48365
61820	33876
61821	41824
61822	60467
61830	40972
61831	42014
61832	38065
61833	34736
61834	43948
61839	54375
61840	43661
61841	43088
61842	44355
61843	41451
61844	34886
61845	56736
61846	37462
61847	50703
61848	43750
61849	43902
61850	30833
61851	46518
61852	31458
61853	51115
61854	44545
61855	31250
61856	50088
61857	34250
61858	41144
61859	45714
61862	43750
61863	41771
61864	44489
61865	37394
61866	36165
61870	41094
61871	48750
61872	46615
61873	53146
61874	55318
61875	42415
61876	39167
61877	46420
61878	40417
61880	47443
61882	49479
61883	40317
61884	49732
61910	40047
61911	38467
61912	36250
61913	46016
61914	40300
61917	43393
61919	41409
61920	40199
61924	48906
61925	34125
61928	36000
61929	42500
61930	40278
61931	30886
61932	39286
61933	37014
61936	36250
61937	39257
61938	36768
61940	29833
61941	-666666666
61942	39306
61943	36875
61944	38838
61949	41000
61951	41952
61953	43906
61955	46406
61956	37426
61957	42127
62001	55553
62002	42548
62006	45865
62009	38750
62010	51475
62011	40268
62012	49237
62013	40729
62014	45443
62015	42083
62016	41429
62017	44167
62018	47125
62019	34375
62021	47083
62022	47917
